Business_ID,Industry,Business_Structure,Revenue_Streams,Property_Ownership_vs_Leasing,Current_Tax_Strategy,Years_in_Business,Previous_Tax_Liabilities,Gross_Revenue,Net_Income,Taxable_Income,Income_Growth_Rate,Operating_Expenses,Payroll_Expenses,Retirement_Plan_Contributions,Healthcare_Expenses,Depreciation_and_Amortization,Interest_Expenses,R&D_Expenses,R&D_Credits,Energy_Efficiency_Credits,Work_Opportunity_Tax_Credit (WOTC),Employee_Retention_Credits (ERC),Carryforwards_and_Carryback,Home_Office_Deduction,Fixed_Assets,Capital_Expenditures,Vehicle_Use_for_Business,Major_Asset_Sales,Capital_Gains_and_Losses,Outstanding_Debt,Interest_Payments,Loan_Type,Business_Investments,Sales_Tax_Obligations,Inventory_Method,Number_of_Employees,Employee_Salaries_&_Wages,Bonuses_and_Incentives,Retirement_Contributions_for_Employees,Health_Benefits_Provided,R&D_Credit_Eligible,ERC_Eligible,WOTC_Eligible,Energy_Credit_Eligible,Home_Office_Eligible
10250,Tech,LLC,Subscription,Owning,Conservative,2,17693,2802994,1801498,1460827,0.17558856847702137,1482603,721716,45880,40450,44333,9733,339172,3385,6460,18642,25857,12288,2822,282654,91760,27911,1214,1553,199913,48463,Short-term,67059,35142,LIFO,175,2379203,196342,66330,419462,1,0,1,1,1
10251,Healthcare,LLC,Software Sales,Owning,Conservative,23,47092,6019626,3927809,1996874,0.1769340413549565,1295029,2777257,10320,61463,41828,10479,298257,36538,2170,4382,4370,46978,4508,447261,23013,18866,23940,53976,390665,26322,Long-term,316294,45163,Weighted Average,100,3595115,96698,274695,289360,1,0,1,1,1
10252,Healthcare,Sole Proprietorship,Consulting,Leasing,Balanced,12,5541,5657805,4926709,3971814,0.08894555634704415,943639,2845623,12740,38757,70526,10825,117174,35036,3391,1785,18157,6884,1275,151609,26446,43607,44406,63566,927899,11429,Short-term,355511,31690,Weighted Average,39,3489398,190123,368116,313353,1,0,1,1,1
10253,Manufacturing,C-Corp,E-commerce,Owning,Aggressive,2,26817,5002444,1608426,1791797,0.2521798874969286,156645,1709660,37897,83012,55362,22304,146429,33743,6942,13030,19945,10559,3083,475899,75375,28621,91221,69968,718029,5767,Long-term,46091,8393,Weighted Average,414,1843384,170870,386767,315131,1,0,1,1,1
10254,Tech,S-Corp,E-commerce,Leasing,Balanced,6,42861,292512,3280431,137406,0.20870392365305468,1580611,355430,32930,75247,54997,36694,229937,40373,1616,11735,3816,18125,400,115935,67509,13823,43481,11600,676205,36525,Long-term,209196,5403,LIFO,263,2278618,181402,192494,118024,1,0,0,1,1
10255,Manufacturing,Sole Proprietorship,E-commerce,Owning,Balanced,17,18428,3814379,2642316,3492814,0.1785240573493127,1062092,838411,19285,77015,51341,41050,20365,7213,9108,16679,23017,3688,723,341278,5557,30986,15977,22,701419,12569,Short-term,5903,4546,Weighted Average,150,3311196,88087,380360,423793,0,0,1,1,1
10256,Tech,LLC,E-commerce,Owning,Aggressive,3,48934,5945447,339220,3812827,-0.1721972391597697,1672131,1867845,16380,36390,20073,16635,301173,44223,6458,10245,1756,23869,2329,243705,35666,15690,44839,84271,28394,1481,Short-term,246024,37745,Weighted Average,121,1020209,42716,334926,52320,1,0,1,1,1
10257,Finance,LLC,Subscription,Leasing,Conservative,2,15258,1649420,4026765,1061436,-0.19656101889017535,1206837,2515365,13360,61116,15549,49615,263881,26119,2756,2597,2373,46882,1135,344398,42389,40107,57874,897,890425,43936,Long-term,321379,29893,LIFO,178,132168,179054,332535,283445,1,0,1,1,1
10258,Retail,C-Corp,Subscription,Owning,Conservative,23,21044,3445647,1445285,2931912,-0.09377636140226353,362221,1949983,7398,18161,84795,21760,393186,2835,6853,17064,2576,38137,2770,263978,52700,11956,58414,-11962,186978,18972,Long-term,194637,10388,FIFO,301,4848405,159516,372101,216123,1,0,1,1,1
10259,Retail,LLC,Consulting,Leasing,Balanced,20,34411,8412934,4726029,1649184,0.13176179695672613,456862,857405,7529,37152,57920,10490,205704,2738,7709,324,25467,44706,4846,154854,29578,22303,25538,73323,69332,19836,Long-term,322486,42756,FIFO,330,2374112,156806,128546,233410,1,0,1,1,1
10260,Retail,S-Corp,E-commerce,Owning,Conservative,8,10469,4000379,2972705,4224238,0.005598744441272896,358767,2301947,31062,85171,86326,22252,85474,42317,1936,15160,4184,4023,267,386924,79779,37533,56241,70278,178377,26087,Line of Credit,178795,37660,FIFO,120,4872858,173817,392150,136560,1,0,1,1,1
10261,Manufacturing,C-Corp,E-commerce,Leasing,Balanced,22,33854,3904409,2714749,2368476,0.0012031296496558541,1199580,243462,38686,25836,76515,40754,340362,4134,3091,12614,25283,48750,569,397688,14596,30674,73501,61054,52628,12156,Long-term,40572,24708,Weighted Average,72,3432661,35571,68411,273035,1,0,0,1,1
10262,Finance,LLC,Software Sales,Leasing,Balanced,12,11256,6822055,4049453,524273,0.24229344411480686,1573763,2996068,19451,95367,21316,7862,255678,25892,968,986,2397,17100,2556,337731,62500,36595,75133,-42103,817784,27826,Short-term,284754,25726,FIFO,219,2596063,147461,245509,425188,1,0,1,1,1
10263,Tech,C-Corp,Subscription,Owning,Aggressive,26,15720,9135949,1456978,2443233,0.24778142406591935,73687,1978921,8937,71543,27183,45927,158571,39601,7297,19502,12674,36735,1973,354382,77534,3058,60481,14541,489898,19010,Short-term,301196,15008,LIFO,394,1832878,94280,78185,322601,1,0,1,1,1
10264,Healthcare,LLC,E-commerce,Leasing,Aggressive,4,38937,1620982,2971989,2862236,0.25458763202679285,874744,3411447,41886,60648,94860,5423,241099,8353,3203,760,10326,7423,545,347864,15129,12519,27740,56968,879403,41331,Short-term,103993,37017,Weighted Average,398,2309358,46038,136960,123389,1,0,1,1,1
10265,Tech,LLC,Consulting,Owning,Aggressive,5,38598,6381646,1034156,728332,-0.04306096174248636,1176191,2660196,12860,31331,25624,11450,241474,15690,6499,11885,10546,39218,2822,88004,68394,32115,63328,-35108,61993,19475,Long-term,354207,1111,Weighted Average,302,281041,73795,132574,457651,1,0,1,1,1
10266,Healthcare,LLC,Consulting,Owning,Balanced,13,6651,4098422,3763543,766448,0.14552790636963087,413120,3798264,27142,15763,63515,41927,128692,1909,5173,9228,22353,12213,4460,32072,71046,1730,72105,89343,180458,10165,Long-term,435766,18545,Weighted Average,123,3321777,46168,193207,293076,1,0,1,1,1
10267,Tech,S-Corp,Subscription,Owning,Aggressive,29,24194,6526288,913659,110463,-0.06418340936281519,571852,3710357,27279,74444,86781,35841,238502,25703,889,17290,29849,35983,4642,91015,16596,2832,50643,-25185,899459,27597,Line of Credit,452249,41168,FIFO,244,4316271,68690,34424,276336,1,0,1,1,1
10268,Finance,S-Corp,Consulting,Leasing,Conservative,15,30051,9690446,4993082,1173183,-0.10469508346277512,1883843,420226,40106,98109,47705,23554,177229,14496,8984,5499,4535,33158,270,235075,70355,42368,11881,-4388,984128,26241,Line of Credit,427227,3379,FIFO,374,413345,115053,46559,288272,1,0,0,1,1
10269,Healthcare,C-Corp,Consulting,Leasing,Conservative,25,32386,2264563,2287035,2906457,-0.1076837713263154,999091,1774694,47240,24187,90326,32826,449463,12062,9173,364,23267,28460,738,230010,17974,23889,36996,-33733,460281,6937,Short-term,432980,31237,FIFO,75,1390403,12230,253290,32836,1,0,1,1,1
10270,Manufacturing,LLC,Subscription,Owning,Balanced,23,14518,5281377,1253920,2470992,-0.028946189568202996,551985,1817254,37908,16957,27756,43879,390555,9850,7382,19797,24511,31017,1257,82746,71673,49386,32177,-31732,916644,25685,Line of Credit,102540,46948,Weighted Average,6,3473203,84301,278219,296981,1,0,0,1,1
10271,Tech,LLC,E-commerce,Owning,Balanced,16,21184,5381091,3158591,4354380,0.014978809889910849,624453,4861039,42764,9379,61390,7825,172106,27701,3531,8027,14599,33000,58,186774,98433,40938,37177,64463,488720,10875,Line of Credit,58533,22810,LIFO,21,2365871,137974,420915,127028,1,0,1,1,1
10272,Tech,S-Corp,E-commerce,Leasing,Aggressive,10,38787,4508285,3660954,1200294,0.21547458552753418,1797858,1682349,16201,32959,69369,44420,294,34731,801,13532,9168,26502,4181,374404,75202,5179,66126,95335,516357,27607,Short-term,160136,42120,Weighted Average,190,2558871,67758,184044,388625,0,0,1,1,1
10273,Healthcare,LLC,Consulting,Owning,Balanced,25,26621,8112369,797852,2384688,-0.14005445326364396,954550,141562,42544,87018,71821,13454,491288,5153,8234,14408,17118,30990,4858,409273,79442,7299,56531,45347,18539,30984,Long-term,391133,18809,LIFO,225,178621,28050,277094,397320,1,0,0,1,1
10274,Manufacturing,S-Corp,Consulting,Owning,Balanced,23,15028,4304955,1206618,76413,0.16746292369744709,602111,1062305,39711,32105,10589,25251,286740,10481,3349,16105,27044,19515,389,138259,26818,8830,26119,44542,142335,36129,Line of Credit,263897,9469,Weighted Average,403,3702358,100805,141485,135172,1,0,1,1,1
10275,Manufacturing,LLC,E-commerce,Leasing,Conservative,16,17448,5159667,3961147,2988632,0.06572745709465266,553903,4462664,47654,5877,15116,21648,98185,33734,8005,7939,27116,29991,718,40916,48246,45207,27915,16612,416521,46110,Long-term,185653,28967,LIFO,103,3988577,70110,44305,294922,1,0,1,1,1
10276,Finance,C-Corp,Subscription,Owning,Conservative,12,39051,8190736,1157810,604430,-0.05602732866200377,526554,3177126,10997,53353,74181,41736,273578,889,9969,13936,632,7634,4244,37268,60598,38570,2708,88307,850249,26335,Short-term,125388,10748,Weighted Average,344,727609,103033,270713,53130,1,0,1,1,1
10277,Manufacturing,LLC,Consulting,Leasing,Aggressive,17,35447,3085696,862283,3708508,0.046409792266412286,1991140,2403946,42566,88788,45786,25530,58382,19445,3201,9261,13280,11498,4678,185050,7654,23441,38749,38757,951902,30243,Short-term,295846,24424,Weighted Average,466,2622807,77693,71778,288852,1,0,1,1,1
10278,Manufacturing,LLC,Software Sales,Owning,Balanced,16,23394,8243179,2964863,3064015,-0.05002896511148869,936931,4832481,22175,89585,95686,13516,300242,6461,349,15863,14746,10916,120,253966,38758,7615,44989,97489,250310,31417,Line of Credit,483917,21976,LIFO,99,250099,123428,369777,379625,1,0,1,1,1
10279,Manufacturing,Sole Proprietorship,Subscription,Leasing,Balanced,12,39501,8926233,1871367,955480,0.09804097761915298,620724,3421031,42860,88308,77425,48058,4655,38934,9759,12561,4268,29377,2652,33259,29204,7762,22106,48075,216873,39495,Short-term,128482,24914,LIFO,318,2114269,20575,297229,165304,0,0,1,1,1
10280,Retail,S-Corp,Consulting,Owning,Conservative,8,35254,3401106,3422863,3681141,0.01692196142762209,1784455,370306,5225,56567,31286,41544,83029,28205,9321,10447,20483,33001,2303,456799,39928,39311,17131,-15391,321251,11924,Short-term,275775,31067,LIFO,363,938241,191012,474239,198338,1,0,0,1,1
10281,Finance,LLC,Consulting,Owning,Balanced,20,23509,1472070,2949033,3421915,-0.11779723546056065,1451282,2734274,46578,62913,16994,9558,308372,23351,9972,14172,19285,1391,4861,89400,58609,25709,46553,52785,959656,10143,Short-term,259936,43875,LIFO,485,2642739,41244,482061,442628,1,0,1,1,1
10282,Tech,LLC,Software Sales,Leasing,Conservative,3,19472,2693726,4582669,82056,-0.14170846272215165,877549,1604502,49682,7637,91198,9719,3771,16006,583,11878,18047,43852,2911,306437,35552,38651,58144,-26355,496476,10810,Line of Credit,92388,13942,LIFO,83,1317816,15962,363451,14782,0,0,1,1,1
10283,Healthcare,Sole Proprietorship,Software Sales,Owning,Aggressive,16,8471,6821308,1628315,2188983,0.07334784103606506,579070,3943233,37228,77778,27639,5886,336243,44149,3377,12411,15321,42215,799,121581,15336,24434,6553,12233,958128,19451,Line of Credit,129798,20491,LIFO,181,4662356,101695,359318,464412,1,0,1,1,1
10284,Tech,Sole Proprietorship,E-commerce,Leasing,Conservative,13,46796,8341353,1399590,2982775,0.2512065166430517,1147109,1498303,43505,47025,18205,29185,120811,49112,6028,19465,10207,14184,3380,17043,52037,22343,17881,61443,925672,27068,Line of Credit,75043,5533,LIFO,152,4387757,91388,41163,167387,1,0,1,1,1
10285,Finance,S-Corp,Subscription,Owning,Balanced,23,35268,5770706,3554438,813952,-0.028021156721157237,260011,528490,48688,87464,57677,38387,450015,10940,7694,5448,5591,27114,2106,191502,21206,16739,1379,-42229,371799,15733,Short-term,464279,24583,LIFO,56,396430,78332,54592,282196,1,0,1,1,1
10286,Healthcare,Sole Proprietorship,Subscription,Leasing,Aggressive,28,13329,4550252,4630197,948380,0.1665000536113116,1257903,2083946,25110,33742,33930,22575,324401,11258,6196,19642,27757,11882,1109,117009,39831,1666,90791,52601,590420,13700,Long-term,165053,38049,Weighted Average,190,1022475,156522,223223,291665,1,0,1,1,1
10287,Finance,C-Corp,E-commerce,Leasing,Conservative,19,39865,9349677,3095529,1377768,0.12933067746988347,1573744,2570244,12754,16831,74313,47724,279702,24485,7083,2107,16226,47606,1250,311037,48563,34044,69306,83014,922133,22048,Short-term,302908,28821,LIFO,418,338442,185566,193405,210506,1,0,1,1,1
10288,Manufacturing,Sole Proprietorship,Subscription,Leasing,Conservative,8,33272,9345234,2275541,3130930,0.2657774571547405,92684,4239228,28655,90092,94851,44113,492684,23763,3401,7928,29732,17273,2640,443858,23361,28883,19726,75224,115494,11032,Line of Credit,237843,31261,LIFO,22,2010589,128386,384575,223827,1,0,1,1,1
10289,Healthcare,C-Corp,Subscription,Leasing,Aggressive,22,47845,8594630,2861139,1900971,0.21049050864957042,1518710,1271368,45601,95879,93509,40643,320580,40048,3185,15234,28639,40670,1649,219137,46335,15063,9088,33251,849411,23965,Long-term,264859,38536,Weighted Average,68,3947526,46037,13039,341834,1,0,1,1,1
10290,Manufacturing,S-Corp,Subscription,Owning,Aggressive,5,11397,5755635,1519793,1554101,0.08330262945273148,1850029,1913124,5114,93370,19316,11100,107779,1067,5285,19317,27206,45647,1345,171940,79469,34649,34314,7042,854445,21791,Long-term,448729,30945,Weighted Average,185,2633182,113666,144270,45546,1,0,1,1,1
10291,Tech,S-Corp,Subscription,Owning,Conservative,20,37373,5075045,4540512,2370344,0.12851524911705364,1808220,2802537,28502,51762,28304,8856,124891,20607,9354,16310,20256,17129,2956,298453,30816,35828,55041,3740,235997,42948,Line of Credit,134014,18384,FIFO,10,1440545,128048,170426,220417,1,0,0,1,1
10292,Tech,S-Corp,Subscription,Leasing,Balanced,8,40525,570529,4994490,1446150,0.24919323329201742,1934566,3157887,22028,93741,97058,39169,254797,43883,6772,19213,1054,42679,2446,295428,20619,48445,16350,-2976,598085,31080,Long-term,118076,29410,FIFO,66,3281365,84040,251585,167044,1,0,1,1,1
10293,Healthcare,S-Corp,Software Sales,Leasing,Conservative,24,29570,261445,2947706,565005,-0.00024060770653261399,1285197,4674496,19587,23830,88876,29804,485319,9018,8490,13528,8572,427,4994,398945,97479,40470,99599,6965,61798,26649,Long-term,104007,13198,LIFO,264,281046,112264,270968,114713,1,0,1,1,1
10294,Healthcare,S-Corp,Subscription,Leasing,Aggressive,12,23284,3934242,3251473,3459548,-0.03660264707111133,1303871,1597542,44719,60044,86366,36790,254472,48521,3347,13313,13579,31416,3364,123259,31819,10429,81397,-39943,682010,21846,Line of Credit,202270,30354,LIFO,225,1004413,162113,317564,265628,1,0,1,1,1
10295,Finance,C-Corp,Software Sales,Owning,Conservative,1,23994,6594503,1148657,1269458,-0.19459445818240184,1936430,3872163,37333,78948,14403,31988,32376,46946,788,1559,19466,731,484,110804,16741,49621,79509,-41017,429230,11119,Long-term,292084,8169,FIFO,123,2225349,11715,356679,481275,0,0,1,1,1
10296,Finance,C-Corp,Subscription,Owning,Aggressive,25,28284,784029,976215,1207272,0.2132755370957321,795723,4866436,5174,74202,81052,45443,480674,15187,4945,18125,10583,799,802,79000,13798,33926,17769,80469,610709,40418,Long-term,374562,41129,FIFO,38,1199436,153875,8436,467601,1,0,1,1,1
10297,Manufacturing,S-Corp,E-commerce,Owning,Aggressive,21,22833,5437355,3083449,3490087,0.20049035020168243,1850288,1650027,37398,42045,85627,11912,77924,37375,2889,15167,8007,28873,1715,94179,30143,49764,47249,-30005,279578,2266,Line of Credit,76792,32909,LIFO,491,80285,62726,98550,112617,1,0,1,1,1
10298,Healthcare,Sole Proprietorship,Consulting,Owning,Balanced,20,30122,8998978,1499991,1533551,-0.14777274094992432,967509,2836267,37929,91322,74495,39506,29332,3985,9569,15343,15903,7025,1915,465323,54695,38997,82862,64587,826460,4049,Long-term,426648,4830,FIFO,123,2922450,133980,176929,32030,0,0,1,1,1
10299,Tech,LLC,Software Sales,Leasing,Aggressive,6,10017,7081440,2561910,4013313,0.08842869056635011,1861646,164536,6321,76051,32932,48894,393145,43052,5273,5830,9784,14481,3483,337193,37747,41724,46365,-11114,600846,19193,Long-term,13367,22404,LIFO,318,3828681,119208,21057,443592,1,0,0,1,1
10300,Finance,S-Corp,Subscription,Leasing,Aggressive,22,21370,4099694,474528,2476831,0.031990849083443684,1892427,4779729,32435,31627,97090,23368,46737,19563,3272,7523,4261,25411,1757,301409,26182,33269,50185,39025,820763,32422,Long-term,378908,28757,Weighted Average,156,4485943,169147,6310,226713,0,0,1,1,1
10301,Finance,Sole Proprietorship,E-commerce,Leasing,Balanced,18,34252,3408505,2585610,4205255,-0.14064545224544428,1626241,4627752,47972,20198,37701,2770,393056,47322,9069,17009,27323,31358,1809,484706,14415,32704,2786,45149,77573,42902,Long-term,239673,36650,Weighted Average,394,4460434,196659,131913,99831,1,0,1,1,1
10302,Tech,LLC,Consulting,Owning,Aggressive,8,12999,8301428,2765223,1746517,0.29028411353036176,1699108,2955081,9099,74521,4385,13305,89031,37306,5234,18074,2389,40392,3007,270226,16085,29391,1620,44020,663761,35244,Line of Credit,423727,34766,FIFO,301,3897796,54648,473571,87400,1,0,1,1,1
10303,Finance,S-Corp,Software Sales,Owning,Balanced,7,27436,308944,662181,3237445,-0.09265205626832229,1767052,2608385,25760,34475,58241,10969,467186,18608,9769,15524,19937,14961,3225,33880,20008,25187,36303,-47327,477508,48828,Short-term,275717,16942,Weighted Average,321,534938,22134,249841,481628,1,0,1,1,1
10304,Manufacturing,S-Corp,Consulting,Owning,Balanced,1,47963,5286686,3695525,3188491,-0.16638290995471944,974138,634773,13360,24403,11367,13404,183024,39139,6902,13285,21522,21767,3495,356723,92638,46334,19589,27513,187398,12665,Short-term,20582,33419,Weighted Average,482,3090132,57143,259988,290199,1,0,1,1,1
10305,Healthcare,C-Corp,E-commerce,Leasing,Aggressive,21,7096,7676472,1700824,395054,0.09742368975095478,757651,2027528,12313,8681,66030,9989,283135,1726,7612,10973,13939,41000,2320,403471,23452,3526,2882,-26534,355123,24064,Long-term,141450,17668,Weighted Average,67,4473054,70123,477209,228580,1,0,1,1,1
10306,Tech,LLC,Software Sales,Leasing,Aggressive,16,30279,1461303,189227,3241208,0.16943333856651632,1616246,1688332,48270,96555,47505,36983,27472,26582,2492,3006,11219,36135,1670,404718,69075,25686,62248,42545,800555,35758,Line of Credit,332440,17246,Weighted Average,393,2409642,177225,71013,428709,0,0,1,1,1
10307,Healthcare,LLC,Consulting,Owning,Conservative,12,48363,4301765,1823055,3879847,-0.18377827697640653,1839239,1012021,22462,98122,34332,45748,59946,5791,6745,4302,9399,21392,4615,211264,13120,8803,49322,406,288747,25801,Line of Credit,149572,25996,LIFO,133,4322925,134485,327166,84861,1,0,1,1,1
10308,Finance,Sole Proprietorship,Subscription,Leasing,Balanced,6,31201,8064443,742137,1206670,0.12935881936351107,731423,2195132,7801,47292,86178,40462,498782,8458,9574,17472,28429,13262,1151,337568,69385,33668,24524,84760,338085,45263,Long-term,332985,4065,LIFO,362,4695919,154627,144978,393328,1,0,1,1,1
10309,Finance,C-Corp,Software Sales,Owning,Conservative,20,24715,2994100,331854,720667,0.06614593797572721,173466,1428314,16130,10629,77325,20360,420065,17221,4240,4611,544,5229,4747,479054,78356,7574,9745,19284,52597,21265,Short-term,26881,11467,FIFO,394,138833,143024,145940,388668,1,0,1,1,1
10310,Tech,C-Corp,Consulting,Owning,Aggressive,2,34309,4766805,4924196,2888883,-0.1483674955624758,1922797,3632541,16271,98246,36268,21121,263685,48506,2322,9372,27657,23772,2223,343110,23170,9733,15861,64579,728598,45287,Long-term,337377,45844,Weighted Average,140,2128086,122657,23546,388970,1,0,1,1,1
10311,Manufacturing,C-Corp,E-commerce,Leasing,Conservative,29,20078,1297162,710327,2054017,-0.11373806152681898,254318,4993617,18075,82814,87486,27287,129237,20968,5298,14080,20047,18799,2667,182438,21259,8257,91707,-36335,880670,7925,Line of Credit,187614,22007,Weighted Average,82,2410019,67686,103812,308919,1,0,1,1,1
10312,Retail,C-Corp,E-commerce,Owning,Balanced,14,10105,1146161,1707153,4062261,0.08398714865804024,392778,302007,38919,13417,26563,44429,2765,17070,1861,15082,2239,46515,210,430641,27099,37051,91735,-29359,445935,13357,Line of Credit,70285,3543,Weighted Average,58,1794702,113841,77855,454273,0,0,0,1,1
10313,Tech,LLC,Software Sales,Leasing,Conservative,4,34312,6774851,4395398,2039482,-0.05182119324335582,151936,2505990,43679,39765,37404,35160,305218,27937,6620,14641,10559,23555,2494,455544,14649,16909,54261,-14203,757146,27963,Short-term,64547,29702,FIFO,149,4696195,33264,38149,358053,1,0,1,1,1
10314,Retail,LLC,Consulting,Owning,Balanced,1,7839,4788482,1535255,3689244,0.269157864325658,1954580,4074610,20984,79499,56182,7789,364939,49508,4047,10093,20157,26616,4681,255352,64258,25146,2837,-4050,313895,22944,Line of Credit,198223,29833,LIFO,405,2358782,179625,380735,308397,1,0,1,1,1
10315,Retail,S-Corp,Software Sales,Leasing,Aggressive,23,8384,8448022,4206004,3953397,0.20937011474202538,977726,1534960,24559,61574,33991,28181,160355,41831,7581,8378,2627,19333,4262,77396,46037,12802,74135,79554,922894,41957,Line of Credit,143294,11033,Weighted Average,449,1629387,186431,203453,227789,1,0,1,1,1
10316,Manufacturing,S-Corp,Software Sales,Leasing,Aggressive,18,48619,7083604,1856684,3128589,0.2917836032568315,1999746,2938785,14861,95545,48663,15385,101387,42933,7320,1597,6618,4261,2507,343838,16805,8896,81447,52339,96978,37244,Line of Credit,12933,35169,LIFO,131,4053310,110885,159756,266072,1,0,1,1,1
10317,Retail,C-Corp,Consulting,Leasing,Balanced,13,47821,1997501,1859858,4279399,-0.07016458052479302,667952,1379971,35434,32675,66886,18061,251116,47307,1098,11600,12123,3466,2963,409022,48147,29133,54380,63431,289837,14705,Short-term,350529,17829,FIFO,69,403094,141880,297002,61884,1,0,1,1,1
10318,Retail,C-Corp,Consulting,Owning,Aggressive,2,18493,4854619,529083,1561722,0.2848618163989885,696315,4801164,18667,77267,84848,1105,493377,48340,5247,3747,6780,46553,3428,489490,79280,14526,86089,90710,492757,1204,Line of Credit,487988,5522,LIFO,345,186804,53330,50330,86497,1,0,1,1,1
10319,Manufacturing,C-Corp,Subscription,Owning,Aggressive,9,22069,6565377,1444316,1902205,0.015616934895778922,392818,1622119,7840,45563,25127,45247,393985,37415,1734,13879,27050,3088,3375,289250,51053,12278,49831,-28827,178769,5952,Long-term,245839,21151,Weighted Average,250,3731662,115672,260052,289849,1,0,1,1,1
10320,Retail,S-Corp,Consulting,Leasing,Aggressive,21,12531,6229439,1951740,1505915,-0.0262406023431227,1172109,397773,5565,16332,58692,22137,148878,42770,4663,19054,8015,45783,3955,66731,96393,47010,89349,94294,366668,46117,Short-term,103706,36319,LIFO,320,3407752,39345,195276,185748,1,0,0,1,1
10321,Retail,Sole Proprietorship,E-commerce,Leasing,Aggressive,2,42051,9161826,4312627,390067,-0.1748252365153234,888277,4226803,45194,24177,95389,35714,483734,20802,5909,13017,3130,1115,3705,85010,81215,26551,38255,-31905,370013,39362,Long-term,476653,27543,LIFO,177,2087139,40222,359347,242730,1,0,1,1,1
10322,Retail,Sole Proprietorship,Software Sales,Owning,Balanced,27,12736,3985250,4634946,1746826,-0.1736173710701987,1316573,636840,22977,94254,38500,6544,265116,43601,3416,18964,28083,4578,3405,485749,15985,26298,29520,73554,695352,4181,Long-term,405156,38584,FIFO,72,4004936,58755,292437,363784,1,0,1,1,1
10323,Tech,S-Corp,Software Sales,Owning,Conservative,25,12710,9091899,2345936,2099385,0.14600562797332733,1138166,4649148,23118,73447,34785,14275,149328,10420,6302,7432,16480,2590,4038,259091,98823,36338,29541,82511,335969,21022,Short-term,351734,31473,FIFO,17,4495564,9933,324013,220117,1,0,1,1,1
10324,Tech,S-Corp,E-commerce,Owning,Conservative,9,6619,5002059,4351400,1481246,0.02896449721701394,1458495,1644224,24641,62104,85146,40753,366047,6642,7593,18890,14831,7372,1052,304743,17391,23191,65772,75614,674882,18800,Long-term,373543,8699,FIFO,329,4155241,69207,357573,17101,1,0,1,1,1
10325,Tech,S-Corp,Consulting,Leasing,Aggressive,1,18975,6707912,4691094,2407322,-0.08673918698194716,348615,1456395,9366,89335,90126,35550,149725,19775,680,4725,20242,3573,713,81326,9861,34092,27350,86447,402619,10066,Short-term,326289,3629,FIFO,160,3278586,175811,140701,334639,1,0,1,1,1
10326,Manufacturing,S-Corp,E-commerce,Owning,Conservative,11,28252,5673694,2757184,1415645,0.10698515316261631,1572268,2593677,28636,85730,95979,20641,103579,28754,8163,10437,2708,2978,2888,258876,68582,24871,44397,39023,841838,8001,Long-term,179682,41455,LIFO,70,3909359,179810,10704,407959,1,0,1,1,1
10327,Finance,S-Corp,E-commerce,Owning,Conservative,3,20261,5328566,2962066,3778858,-0.07357094087494442,501530,4069626,17630,9951,48997,7213,479885,43310,2070,13269,5397,43407,687,347850,56928,10721,77085,57181,248078,2345,Short-term,324664,11156,LIFO,113,4290924,105691,137848,18951,1,0,1,1,1
10328,Retail,S-Corp,Subscription,Leasing,Aggressive,20,6431,819407,3820771,2310463,0.08881587717221129,1584371,881905,22056,33333,8170,15485,39339,4357,6668,13092,11528,9422,329,19004,39364,39413,63865,-29400,250140,39681,Line of Credit,9544,18441,FIFO,232,441972,106137,193327,148086,0,0,1,1,1
10329,Retail,C-Corp,E-commerce,Owning,Aggressive,23,14067,2638143,1590724,874440,-0.02039562650865484,1374018,153704,9382,26673,14303,16605,418973,21263,8001,7002,22536,43626,1746,125018,87399,31279,55956,-47534,677481,41258,Line of Credit,489070,31716,FIFO,21,102604,153955,53281,46180,1,0,0,1,1
10330,Manufacturing,C-Corp,Software Sales,Owning,Conservative,26,42481,437913,2015730,739895,0.2117761133059095,1524900,75756,18149,45870,72743,38637,365520,48367,9921,6131,16840,23697,1207,454580,98330,15404,27453,59934,657659,42896,Long-term,321956,7834,Weighted Average,135,1878558,99818,121972,329121,1,0,0,1,1
10331,Retail,C-Corp,E-commerce,Owning,Balanced,4,32037,428821,4612530,285144,0.21034808038338965,1313512,1377064,48041,76101,78852,21390,304543,13201,2191,13261,5914,30820,2142,35792,47923,5486,62345,3276,417435,13730,Line of Credit,207682,19179,Weighted Average,263,2841331,99510,118532,257117,1,0,1,1,1
10332,Tech,C-Corp,Software Sales,Leasing,Aggressive,18,14557,3987008,4370614,4064227,0.03867519906120065,1641788,3556293,2992,27821,36187,10867,306157,2739,8859,12612,4368,37743,784,498968,12919,36198,12906,-43072,798049,18254,Short-term,187572,27219,FIFO,111,2402508,100251,429452,200606,1,0,1,1,1
10333,Finance,S-Corp,Software Sales,Leasing,Balanced,23,14435,6825275,4133290,3862727,-0.024590445332492217,429925,4013314,8858,30494,66034,4981,490821,13231,9804,4537,11179,4925,2696,468128,60896,29687,14988,5309,53016,34904,Long-term,437834,38617,LIFO,487,2419414,175473,71780,73209,1,0,1,1,1
10334,Healthcare,Sole Proprietorship,Software Sales,Leasing,Conservative,6,42766,3715652,725673,1284360,-0.018720101720452742,1078302,4724386,4121,79160,72776,10493,407922,42278,7586,13091,20472,29430,3820,64645,90818,14156,27723,66196,453888,23064,Line of Credit,386234,16782,FIFO,246,1610404,147452,399549,259241,1,0,1,1,1
